CVU,NOMBRE,NIVEL
83863,"SANTANA SOLANO, JESUS MANUEL",Investigador(a) Nacional Nivel I
83879,"CHAN PUC, FREDDY IGNACIO",Investigador(a) Nacional Nivel I
83882,"PEREZ RAMIREZ, JAVIER",Investigador(a) Nacional Nivel I
83891,"SIMA MOO, EFRAIN",Investigador(a) Nacional Nivel I
83931,"CARRILLO TRIPP, MAURICIO",Investigador(a) Nacional Nivel II
83934,"RIVAS HERNANDEZ, JOSE IGNACIO GREGORIO",Investigador(a) Nacional Nivel I
83982,"AGUIRRE MANCILLA, CESAR LEOBARDO",Investigador(a) Nacional Nivel I
84002,"AGUILAR ESPINOSA, MARGARITA DE LOURDES",Investigador(a) Nacional Nivel I
84005,"CHAN BACAB, MANUEL JESUS",Investigador(a) Nacional Nivel I
84014,"QUINTANA SOLORZANO, ROBERTO",Investigador(a) Nacional Nivel II
84015,"MONROY VELAZQUEZ, LUZ VERONICA",Candidato(a) a Investigador(a) Nacional
84016,"ESCAMILLA MONTES, RUTH",Investigador(a) Nacional Nivel I
84017,"AGUILERA MORALES, MARTHA ELENA",Investigador(a) Nacional Nivel I
84027,"CONTRERAS RASCON, JORGE INDALECIO",Investigador(a) Nacional Nivel I
84042,"OCHOA ALVAREZ, NORMA ANGELICA",Investigador(a) Nacional Nivel I
84046,"GRANADOS ALCANTAR, SALVADOR",Candidato(a) a Investigador(a) Nacional
84051,"MACIAS CERVANTES, CESAR FEDERICO",Investigador(a) Nacional Nivel I
84056,"LOPEZ VILLEGAS, EDGAR OLIVER",Investigador(a) Nacional Nivel I
84063,"ORTIZ NAHON, ABRAHAM JAHIR",Investigador(a) Nacional Nivel II
84076,"VELAZQUEZ GUADARRAMA, ANGELICA ROCIO",Investigador(a) Nacional Nivel I
84077,"TORRES ARROYO, ANA MARIA",Investigador(a) Nacional Nivel I
84093,"GIDI BLANCHET, CLAUDIA ELISA",Investigador(a) Nacional Nivel I
84108,"GUTIERREZ ALFONZO, CARLOS",Investigador(a) Nacional Nivel I
84125,"MORENO MEJIA, ISRAEL",Investigador(a) Nacional Nivel I
84132,"DIAZ PEREZ, WENDY",Candidato(a) a Investigador(a) Nacional
84135,"GOMEZ RODRIGUEZ, GABRIELA",Investigador(a) Nacional Nivel I
84144,"MENDOZA BOHNE, LOURDES SOFIA",Investigador(a) Nacional Nivel I
84145,"MACIAS RODRIGUEZ, HECTOR JAIME",Investigador(a) Nacional Nivel I
84153,"SANCHEZ MEDINA, GABRIELA",Investigador(a) Nacional Nivel I
84155,"GARCIA MEZA, NORMA ESTHER",Investigador(a) Nacional Nivel I
84156,"RAMON SANTIAGO, PEDRO",Investigador(a) Nacional Nivel I
84175,"JUAREZ GONZALEZ, VICTOR RIVELINO",Investigador(a) Nacional Nivel I
84176,"DAVILA RAMOS, SONIA",Investigador(a) Nacional Nivel I
84178,"SCHNABEL PERAZA, DENHI",Investigador(a) Nacional Nivel I
84184,"GUERRA CRESPO, MAGDALENA",Investigador(a) Nacional Nivel I
84185,"MERCADO CABRERA, ADRIANA PATRICIA",Investigador(a) Nacional Nivel I
84191,"ESPINOSA ASUAR, LAURA",Investigador(a) Nacional Nivel I
84196,"CHAN GONZALEZ, JORGE DE JESUS",Candidato(a) a Investigador(a) Nacional
84197,"ESTRADA DE LOS SANTOS, PAULINA",Investigador(a) Nacional Nivel III
84204,"SILVA GARCIA, JOSE TEODORO",Investigador(a) Nacional Nivel I
84213,"AGUIRRE JAIMES, ARMANDO",Investigador(a) Nacional Nivel II
84259,"BENVENUTA TAPIA, JUAN JOSE",Investigador(a) Nacional Nivel I
84261,"GERMAN SOTO, VICENTE",Investigador(a) Nacional Nivel III
84272,"NOVO ESPINOSA DE LOS MONTEROS, GERARDO",Candidato(a) a Investigador(a) Nacional
84275,"HERRERA AGUILAR, MIRIAM",Investigador(a) Nacional Nivel I
84281,"MORANDIN AHUERMA, FABIO",Investigador(a) Nacional Nivel I
84282,"JUAREZ CARVAJAL, ESMERALDA",Investigador(a) Nacional Nivel II
84285,"MARTINEZ GUAJARDO, GERARDO",Investigador(a) Nacional Nivel I
84335,"GARCIA HERNANDEZ, RAFAEL",Investigador(a) Nacional Nivel I
84338,"LEYVA CASTELLANOS, HORACIO",Investigador(a) Nacional Nivel I
84352,"JIMENEZ GONZALEZ, ANGELICA",Investigador(a) Nacional Nivel I
84355,"OROZCO VILLAFUERTE, JUAN",Investigador(a) Nacional Nivel I
84368,"FERNANDEZ SOUZA, LILIA",Investigador(a) Nacional Nivel I
84376,"PINKUS RENDON, MANUEL JESUS",Investigador(a) Nacional Nivel I
84390,"LOPEZ SUAREZ, ALEJANDRA",Investigador(a) Nacional Nivel II
84440,"BARBOSA SALDAÑA, JUAN GABRIEL",Investigador(a) Nacional Nivel I
84489,"LOPEZ BUENFIL, JOSE ABEL",Investigador(a) Nacional Nivel I
84490,"GUERRA SANTOS, JESUS JAIME",Investigador(a) Nacional Nivel I
84491,"VALDOVINOS PONCE, GUADALUPE",Investigador(a) Nacional Nivel I
84515,"TORRES CARDONA, MARIA GUADALUPE",Investigador(a) Nacional Nivel I
84522,"ESTRADA CHAVIRA, MARIA EUGENIA",Candidato(a) a Investigador(a) Nacional
84528,"MORALES JIMENEZ, JUAN",Investigador(a) Nacional Nivel I
84596,"GOMEZ FUENTES, AGUSTIN DANIEL",Investigador(a) Nacional Nivel I
84608,"DOMINGUEZ CUENCA, DANIEL",Investigador(a) Nacional Nivel I
84681,"VELASCO TORRES, MYRIAM",Investigador(a) Nacional Nivel I
84693,"CHAPARRO CASO LOPEZ, ALICIA ALELI",Investigador(a) Nacional Nivel I
84694,"FULGENCIO JUAREZ, MONICA",Candidato(a) a Investigador(a) Nacional
84708,"MENDOZA GARCIA, JORGE",Investigador(a) Nacional Nivel I
84788,"NAHMAD MOLINARI, DANIEL",Investigador(a) Nacional Nivel I
84821,"SOTO SIMENTAL, SERGIO",Investigador(a) Nacional Nivel I
84822,"HERNANDEZ CHAVEZ, JUAN FRANCISCO",Investigador(a) Nacional Nivel I
84856,"LUNA SUAREZ, SILVIA",Investigador(a) Nacional Nivel I
84860,"AMEZCUA VEGA, CLAUDIA",Investigador(a) Nacional Nivel I
84862,"LOPEZ VALDEZ, FERNANDO",Investigador(a) Nacional Nivel I
84864,"CONDE BARAJAS, ELOY",Investigador(a) Nacional Nivel I
84879,"CAMPOS LOPEZ, XOCHITL PATRICIA",Investigador(a) Nacional Nivel I
84884,"REYES GUILLEN, FLOR IVETT",Candidato(a) a Investigador(a) Nacional
84890,"CASANOVA PEREZ, LORENA",Investigador(a) Nacional Nivel I
84892,"EVANGELISTA GARCIA, ANGELICA AREMY",Investigador(a) Nacional Nivel I
84923,"LOPEZ GONZALEZ, HECTOR RICARDO",Investigador(a) Nacional Nivel I
84940,"MARTINEZ CONTRERAS, REBECA DEBORA",Investigador(a) Nacional Nivel II
84969,"VERGARA PINEDA, SANTIAGO",Candidato(a) a Investigador(a) Nacional
84972,"ESPERON ROJAS, ALAINA ALESSA",Candidato(a) a Investigador(a) Nacional
84978,"MENDEZ LAGUNAS, LILIA LETICIA",Investigador(a) Nacional Nivel I
84987,"GARCIA RIVAS, JOSE LUIS",Investigador(a) Nacional Nivel I
84998,"CAMACHO DAVILA, ALEJANDRO ALBERTO",Investigador(a) Nacional Nivel II
85011,"LOPEZ GONZALEZ, HILARIO DOLORES",Investigador(a) Nacional Nivel I
85020,"MACIAS PONCE, JULIO CESAR",Investigador(a) Nacional Nivel I
85102,"BARON FLORES, TOMASA VERONICA",Investigador(a) Nacional Nivel I
85104,"GODINA GONZALEZ, SUSANA",Candidato(a) a Investigador(a) Nacional
85107,"RUIZ RAMOS, RUBEN",Investigador(a) Nacional Nivel I
85147,"SEDEÑO MONGE, VIRGINIA",Investigador(a) Nacional Nivel I
85161,"CONTRERAS RODRIGUEZ, ARACELI",Investigador(a) Nacional Nivel II
85173,"MARQUEZ ROSANO, CONRADO",Investigador(a) Nacional Nivel I
85177,"GALICIA CRUZ, OTHIR GIDALTI",Investigador(a) Nacional Nivel I
85180,"GARCIA NIETO, EDELMIRA",Investigador(a) Nacional Nivel I
85213,"MENDOZA RAMIREZ, EDUARDO",Investigador(a) Nacional Nivel II
85318,"QUIROZ MOLINA, CESAR RICARDO",Investigador(a) Nacional Nivel I
85340,"SABATES AYSA, RICARDO",Investigador(a) Nacional Nivel II
85341,"INCLAN OSEGUERA, MARIA DE LA LUZ",Investigador(a) Nacional Nivel II
85399,"HERNANDEZ QUINTELA, EVERARDO",Investigador(a) Nacional Nivel I
85407,"VAZQUEZ DE LARA CISNEROS, LUIS GUILLERMO",Investigador(a) Nacional Nivel I
85416,"ADALID PERALTA, LAURA VIRGINIA",Investigador(a) Nacional Nivel II
85447,"LOPEZ SANDOVAL, JOSE ANTONIO",Investigador(a) Nacional Nivel I
85512,"MEDINA GONZALEZ, EMMA ISABEL",Investigador(a) Nacional Nivel I
85535,"MOLINA ROLDAN, AHTZIRI ERENDIRA",Investigador(a) Nacional Nivel I
85565,"ORDORIKA SACRISTAN, TERESA",Investigador(a) Nacional Nivel II
85573,"TORTOLERO CERVANTES, FRANCISCO",Investigador(a) Nacional Nivel II
85606,"SANTACRUZ ORTEGA, HISILA DEL CARMEN",Investigador(a) Nacional Nivel II
85615,"HERNANDEZ ZAMORA, EDGAR",Investigador(a) Nacional Nivel I
85643,"BALLESTEROS RODEA, GILBERTO",Candidato(a) a Investigador(a) Nacional
85662,"DE LA PEÑA OLVERA, FRANCISCO RAFAEL",Investigador(a) Nacional Nivel I
85696,"GUARDIAN TAPIA, RENE",Investigador(a) Nacional Nivel I
85700,"POISOT VAZQUEZ, MARTHA EMILIA",Investigador(a) Nacional Nivel I
85719,"AGUILAR BARCELO, JOSE GABRIEL",Investigador(a) Nacional Nivel II
85730,"BALDERAS LOPEZ, JOSE LUIS",Investigador(a) Nacional Nivel I
85735,"HERNANDEZ ABAD, VICENTE JESUS",Investigador(a) Nacional Nivel I
85742,"AGUAYO VALLEJO, JUAN PABLO",Investigador(a) Nacional Nivel I
85746,"ROSSAINZ LOPEZ, MARIO",Candidato(a) a Investigador(a) Nacional
85758,"CASTILLO MARTINEZ, LILIA",Investigador(a) Nacional Nivel I
85785,"BORRAYO SANCHEZ, GABRIELA",Investigador(a) Nacional Nivel I
85792,"FLORES LUCERO, MARIA DE LOURDES",Investigador(a) Nacional Nivel I
85803,"DE LA O ARCINIEGA, MINARDA",Investigador(a) Nacional Nivel I
85824,"ARAGON ZAVALA, ALEJANDRO",Investigador(a) Nacional Nivel II
85841,"MARTINEZ PRADO, MARIA ADRIANA",Investigador(a) Nacional Nivel I
85843,"OSUNA AVILA, PEDRO",Investigador(a) Nacional Nivel I
85887,"MARTINEZ GOMEZ, JUAN ESTEBAN",Investigador(a) Nacional Nivel I
85910,"SIQUEIROS DELGADO, MARIA ELENA",Investigador(a) Nacional Nivel I
85919,"LIMA GUTIERREZ, JOSE ALFONSO", Candidato(a) a Investigador(a) Nacional 
85926,"MARSCH MARTINEZ, NAYELLI",Investigador(a) Nacional Nivel II
85932,"GODINEZ SIORDIA, DANIEL ENRIQUE",Candidato(a) a Investigador(a) Nacional
85949,"URIBE URIBE, NORMA OFELIA",Investigador(a) Nacional Nivel I
85950,"MONTES DE OCA BALDERAS, PAVEL",Investigador(a) Nacional Nivel I
85954,"DOMINGUEZ GARCIA, MA. VICTORIA",Investigador(a) Nacional Nivel I
85966,"VIVEROS ROGEL, MONICA",Investigador(a) Nacional Nivel I
85969,"CONTRERAS OCHOA, CARLA OLBIA",Investigador(a) Nacional Nivel I
85977,"RODRIGUEZ MORALES, OLIVIA",Investigador(a) Nacional Nivel I
85999,"JUAREZ MARTINEZ, ULISES",Investigador(a) Nacional Nivel I
86018,"CRUZ RIVERA, MAYRA YOLANDA",Investigador(a) Nacional Nivel I
86041,"GARCIA MENDOZA, JAIME",Investigador(a) Nacional Nivel I
86101,"CORTES ORTEGA, JORGE ALBERTO",Investigador(a) Nacional Nivel I
86115,"VAZQUEZ MANTECON, ALVARO",Investigador(a) Nacional Nivel II
86121,"HERRERA VALDEZ, MARCO ARIELI",Investigador(a) Nacional Nivel I
86123,"JIMENEZ HIDALGO, EDUARDO",Investigador(a) Nacional Nivel I
86143,"ZEPEDA GOMEZ, CARMEN",Investigador(a) Nacional Nivel I
86151,"REYES GUZMAN, MARCO ANTONIO",Candidato(a) a Investigador(a) Nacional
86163,"GARCIA HERNANDEZ, MA DE LA LUZ",Investigador(a) Nacional Nivel I
86167,"CAMACHO PEREZ, JORGE FERNANDO",Candidato(a) a Investigador(a) Nacional
86182,"PALACIOS PINEDA, LUIS MANUEL",Investigador(a) Nacional Nivel I
86198,"RAMIREZ ARMAS, GUILLERMO",Candidato(a) a Investigador(a) Nacional
86200,"SUAREZ PANIAGUA, SUSANA",Investigador(a) Nacional Nivel I
86223,"SOLANO PERALTA, ALEJANDRO",Investigador(a) Nacional Nivel I
86250,"FERREIRO PEREZ, ALEJANDRA",Investigador(a) Nacional Nivel II
86267,"MURGA MELER, MARIA LUISA",Investigador(a) Nacional Nivel I
86282,"HERNANDEZ TRUJILLO, JOSE MANUEL",Investigador(a) Nacional Nivel I
86290,"MAYORAL GUTIERREZ, LUIS ALFREDO",Investigador(a) Nacional Nivel I
86297,"PEREGRINA SANDOVAL, JORGE",Investigador(a) Nacional Nivel I
86305,"RODRIGUEZ ANDA, RAUL",Candidato(a) a Investigador(a) Nacional
86312,"LOPEZ MARQUEZ, FRANCISCO CARLOS",Investigador(a) Nacional Nivel I
86317,"RIVERA CABRIELES, LETICIA",Investigador(a) Nacional Nivel I
86319,"MUÑOZ CRUZ, SAMIRA",Investigador(a) Nacional Nivel II
86323,"HUIZAR LOPEZ, MARIA DEL ROSARIO",Candidato(a) a Investigador(a) Nacional
86324,"NUÑEZ NUÑEZ, MARIA ENRIQUETA",Candidato(a) a Investigador(a) Nacional
86347,"LEYVA GARCIA, NORBERTO",Investigador(a) Nacional Nivel I
86348,"SOLORIO MEZA, SERGIO EDUARDO",Investigador(a) Nacional Nivel I
86371,"CRUZ VALDEZ, AURELIO",Investigador(a) Nacional Nivel I
86372,"BERNABE GARCIA, MARIELA",Investigador(a) Nacional Nivel I
86373,"MARTINEZ ANDRADE, GLORIA OLIVA",Candidato(a) a Investigador(a) Nacional
86379,"FLORES LUNA, MA. DE LOURDES GUADALUPE",Investigador(a) Nacional Nivel I
86398,"LEY GARCIA, JUDITH",Investigador(a) Nacional Nivel II
86405,"AGUILAR DAVIS, VIRGINIA",Investigador(a) Nacional Nivel I
86433,"GLEIZER SALZMAN, DANIELA",Investigador(a) Nacional Nivel I
86458,"LAFARGA DE LA CRUZ, FABIOLA",Investigador(a) Nacional Nivel I
86467,"RAMIREZ ALVAREZ, NANCY",Investigador(a) Nacional Nivel I
86481,"RODRIGUEZ GUTIERREZ, J GUADALUPE",Investigador(a) Nacional Nivel I
86484,"MORENO MURRIETA, RAMON LEOPOLDO",Investigador(a) Nacional Nivel I
86485,"ANDABLO REYES, ARACELI DEL CARMEN",Investigador(a) Nacional Nivel I
86510,"TAMARIT URIAS, JUAN CARLOS",Candidato(a) a Investigador(a) Nacional
86512,"BUENDIA RODRIGUEZ, ENRIQUE",Investigador(a) Nacional Nivel I
86515,"SALINAS CASTRO, ALEJANDRO",Investigador(a) Nacional Nivel I
86517,"URBINA SANCHEZ, ELIZABETH",Candidato(a) a Investigador(a) Nacional
86520,"RUIZ CORREA, SALVADOR",Investigador(a) Nacional Nivel I
86526,"CORRAL RIVAS, SACRAMENTO",Investigador(a) Nacional Nivel I
86532,"CASTILLO QUIROZ, DAVID",Candidato(a) a Investigador(a) Nacional
86608,"FERNANDEZ GARCIA, ILDA GRACIELA",Investigador(a) Nacional Nivel I
86621,"SANTIAGO NABOR, EDUARDO",Investigador(a) Nacional Nivel I
86629,"ESCOBAR HERNANDEZ, BOGAR ARMANDO",Investigador(a) Nacional Nivel I
86631,"CALLEJAS JUAREZ, NICOLAS",Investigador(a) Nacional Nivel I
86632,"VEGA LOPEZ, LAURA LETICIA",Candidato(a) a Investigador(a) Nacional
86635,"CHAVEZ MENDOZA, CELIA",Investigador(a) Nacional Nivel I
86640,"SOLIS PACHECO, JOSUE RAYMUNDO",Investigador(a) Nacional Nivel I
86641,"ROSAS ABURTO, ALBERTO",Investigador(a) Nacional Nivel I
86655,"VENTURA PATIÑO, MARIA DEL CARMEN",Investigador(a) Nacional Nivel I
86656,"GONZALEZ SANTANA, OCTAVIO MARTIN",Investigador(a) Nacional Nivel I
86658,"FERNANDEZ GUZMAN, EDUARDO",Investigador(a) Nacional Nivel I
86684,"AYALA CALDERON, JAVIER",Investigador(a) Nacional Nivel I
86700,"MONTERO MARTINEZ, GUILLERMO",Investigador(a) Nacional Nivel I
86705,"GARCIA OROZCO, KARINA DALILA",Investigador(a) Nacional Nivel I
86706,"ANGULO MOLINA, ARACELY",Investigador(a) Nacional Nivel I
86716,"GARCIA ARELLANO, HUMBERTO",Investigador(a) Nacional Nivel I
86722,"GIRALDI DIAZ, MARIO RAFAEL",Investigador(a) Nacional Nivel I
86731,"ESPINOSA GARCIA, ANA CECILIA",Investigador(a) Nacional Nivel I
86733,"SERRATO DIAZ, ALEJANDRA",Investigador(a) Nacional Nivel I
86739,"GUADARRAMA MENDOZA, PAULA CECILIA",Investigador(a) Nacional Nivel I
86744,"FLORES RAMIREZ, NELLY",Investigador(a) Nacional Nivel I
86747,"AÑORVE MORGA, JAVIER",Investigador(a) Nacional Nivel I
86752,"ACOSTA DIAZ, RICARDO",Candidato(a) a Investigador(a) Nacional
86765,"CALLEJAS CHAVERO, ALICIA",Candidato(a) a Investigador(a) Nacional
86781,"ROSAS ALMEIDA, DAVID ISAIAS",Investigador(a) Nacional Nivel I
86797,"MEDINA FRAGOSO, ANDREA CRISTINA",Investigador(a) Nacional Nivel I
86799,"RANGEL PENICHE, DIANA BEATRIZ",Candidato(a) a Investigador(a) Nacional
86800,"ROSALES LAGARDE, ALEJANDRA",Investigador(a) Nacional Nivel I
86802,"URIBE QUEROL, EILEEN",Investigador(a) Nacional Nivel I
86803,"VARGAS PEREZ, HECTOR",Investigador(a) Nacional Nivel I
86811,"FELIX ORTIZ, JOSE ADAN",Candidato(a) a Investigador(a) Nacional
86823,"PEREZ HERRERA, NORMA ELENA",Investigador(a) Nacional Nivel I
86825,"RUBIO RUIZ, MARIA ESTHER",Investigador(a) Nacional Nivel II
86826,"RAMOS LOPEZ, MIGUEL ANGEL",Investigador(a) Nacional Nivel I
86832,"FIORDELISIO COLL, TATIANA",Investigador(a) Nacional Nivel I
86834,"REYES HARO, DANIEL",Investigador(a) Nacional Nivel I
86846,"ARIAS CRUZ, ALFREDO",Investigador(a) Nacional Nivel I
86862,"RUIZ IBARRA, ERICA CECILIA",Investigador(a) Nacional Nivel I
86912,"PEREA OLVERA, TIZIANO",Investigador(a) Nacional Nivel I
86920,"NICCOLAS MORALES, HERIBERTO",Candidato(a) a Investigador(a) Nacional
86925,"GARNICA GONZALEZ, JAIME",Investigador(a) Nacional Nivel I
86932,"GARCIA GUERRERO, ENRIQUE EFREN",Investigador(a) Nacional Nivel I
86933,"ROCHA MENDOZA, ISRAEL",Investigador(a) Nacional Nivel I
86982,"QUINTANA TORRES, LIGIA",Investigador(a) Nacional Nivel I
86987,"MERA ZUÑIGA, FREDY",Candidato(a) a Investigador(a) Nacional
87000,"ESTRADA QUIROZ, LILIANA",Investigador(a) Nacional Nivel I
87004,"LOPEZ OJEDA, ANDRES",Candidato(a) a Investigador(a) Nacional
87021,"PEREZ LOPEZ, LUIS ALEJANDRO",Investigador(a) Nacional Nivel I
87023,"SEGOVIANO RAMIREZ, JUAN CARLOS",Investigador(a) Nacional Nivel I
87025,"DOMINGUEZ AVILES, IRMA FABIOLA",Investigador(a) Nacional Nivel II
87033,"GALINDO ESQUIVEL, IGNACIO RENE",Investigador(a) Nacional Nivel I
87037,"PERALTA REYES, EVER",Investigador(a) Nacional Nivel I
87053,"GARCIA RODRIGUEZ, VICTOR HUGO",Candidato(a) a Investigador(a) Nacional
87072,"HORTA RANGEL, FRANCISCO ANTONIO",Investigador(a) Nacional Nivel I
87077,"DELGADILLO MARTINEZ, JULIAN",Investigador(a) Nacional Nivel I
87084,"GARCIA MARTINEZ, VERONICA",Investigador(a) Nacional Nivel I
87086,"MARTINEZ ARELLANO, NINA ALEJANDRA",Investigador(a) Nacional Nivel I
87092,"RUIZ MONTIEL, CESAR",Investigador(a) Nacional Nivel I
87093,"MORALES GALVAN, OSCAR",Candidato(a) a Investigador(a) Nacional
87101,"ZARAZUA MORIN, MARIA ELVIRA",Investigador(a) Nacional Nivel I
87106,"RANGEL MIRANDA, DOMINGO",Investigador(a) Nacional Nivel I
87116,"SAAVEDRA ROMERO, LUZ DE LOURDES",Investigador(a) Nacional Nivel I
87125,"VERA KU, BLANCA MARINA",Investigador(a) Nacional Nivel I
87141,"GUZMAN VELASCO, ANTONIO",Investigador(a) Nacional Nivel I
87142,"TELLEZ LOPEZ, JORGE",Investigador(a) Nacional Nivel I
87156,"RINCON ROSALES, REINER",Investigador(a) Nacional Nivel I
87214,"CALDERON RIVERA, EDITH",Investigador(a) Nacional Nivel I
87217,"ORTIZ BAEZ, PEDRO ANTONIO",Investigador(a) Nacional Nivel I
87220,"SOLIS TELLEZ, JUDITH",Candidato(a) a Investigador(a) Nacional
87232,"VALENCIA DIAZ, SUSANA",Investigador(a) Nacional Nivel I
87236,"DIAZ CASTELAZO, CECILIA",Investigador(a) Nacional Nivel II
87242,"SANCHEZ NIGENDA, ROMEO",Investigador(a) Nacional Nivel I
87244,"TLAHUICE FLORES, ALFREDO",Investigador(a) Nacional Nivel II
87253,"MENDEZ BAHENA, JOSE BENJAMIN",Investigador(a) Nacional Nivel I
87258,"RIVERO HERNANDEZ, MELESIO",Candidato(a) a Investigador(a) Nacional
87305,"CONTRERAS MANRIQUE, JULIO CESAR",Investigador(a) Nacional Nivel I
87317,"PEREGRINO PEREZ, ALEJANDRO",Candidato(a) a Investigador(a) Nacional
87331,"GARCIA ALCARAZ, MARIA GUADALUPE",Investigador(a) Nacional Nivel I
87340,"RODRIGUEZ DE LA FUENTE, ABRAHAM OCTAVIO",Investigador(a) Nacional Nivel I
87343,"RIVERA MORALES, LYDIA GUADALUPE",Investigador(a) Nacional Nivel I
87349,"OLAYO VALLES, ROBERTO",Investigador(a) Nacional Nivel I
87383,"AVIÑA VERDUZCO, JUDIT ARACELI",Investigador(a) Nacional Nivel I
87387,"SANTOS SANCHEZ, OMAR JACOBO",Investigador(a) Nacional Nivel I
87389,"ROMERO TREJO, HUGO",Investigador(a) Nacional Nivel I
87394,"JIMENEZ LIZARRAGA, MANUEL ALEJANDRO",Investigador(a) Nacional Nivel I
87399,"ARTEAGA VELAZQUEZ, JUAN CARLOS",Investigador(a) Nacional Nivel II
87402,"LOAIZA BRITO, OSCAR GERARDO",Investigador(a) Nacional Nivel II
87405,"PELAYO RAMOS, RODRIGO",Investigador(a) Nacional Nivel I
87411,"GAMEZ RODRIGUEZ, MOISES",Investigador(a) Nacional Nivel I
87418,"CARBALLIDO CORIA, LAURA",Investigador(a) Nacional Nivel I
87419,"CONDE ZAMBADA, GILBERTO",Investigador(a) Nacional Nivel II
87428,"DIAZ VELASQUEZ, CLARA ESTELA",Investigador(a) Nacional Nivel I
87431,"OLIVARES BAÑUELOS, TATIANA NENETZEN",Investigador(a) Nacional Nivel I
87438,"CUEVAS JIMENEZ, ALFONSO",Investigador(a) Nacional Nivel I
87443,"GARZA PEREZ, JOAQUIN RODRIGO",Investigador(a) Nacional Nivel I
87465,"VAZQUEZ ALVAREZ, JUAN JESUS",Candidato(a) a Investigador(a) Nacional
87475,"HERNANDEZ GUTIERREZ, MARIA EUGENIA",Investigador(a) Nacional Nivel I
87484,"VENEGAS HERRERA, MARIA AMPARO DEL CARMEN",Investigador(a) Nacional Nivel I
87499,"PACHECO AGUILAR, JUAN RAMIRO",Investigador(a) Nacional Nivel I
87502,"ARRIZON GAVIÑO, JAVIER PLACIDO",Investigador(a) Nacional Nivel II
87504,"SANCHEZ PEÑA, MARIA JUDITH",Investigador(a) Nacional Nivel I
87508,"RODRIGUEZ DOMINGUEZ, JOSE MANUEL",Investigador(a) Nacional Nivel I
87511,"CAMACHO MERCADO, EDUARDO",Investigador(a) Nacional Nivel I
87517,"CASILLAS BAEZ, MIGUEL ANGEL",Candidato(a) a Investigador(a) Nacional
87531,"SANCHEZ KEN, JORGE GABRIEL",Investigador(a) Nacional Nivel I
87575,"JIMENEZ CORREA, ULISES",Investigador(a) Nacional Nivel I
87584,"MOTA GONZALEZ, CECILIA",Candidato(a) a Investigador(a) Nacional
87587,"PEDROZA CABRERA, FRANCISCO JAVIER",Investigador(a) Nacional Nivel I
87590,"QUINTAL LOPEZ, ROCIO IVONNE",Investigador(a) Nacional Nivel II
87592,"VEGA LOPEZ, SONIA",Investigador(a) Nacional Nivel III
87599,"TAFOYA RAMOS, SILVIA ARACELY",Investigador(a) Nacional Nivel I
87628,"CORTES CRUZ, MOISES ALBERTO",Investigador(a) Nacional Nivel I
87639,"OLIVARES XOMETL, CRESCENCIO OCTAVIO",Investigador(a) Nacional Nivel II
87657,"ORTEGA ANDRADE, NORMA ANGELICA",Investigador(a) Nacional Nivel I
87666,"ALDACO CASTAÑEDA, JORGE ADRIAN",Candidato(a) a Investigador(a) Nacional
87676,"BASULTO CASTILLO, ANGELICA",Investigador(a) Nacional Nivel I
87686,"CELSO ARELLANO, PEDRO LUIS",Candidato(a) a Investigador(a) Nacional
87695,"RAMOS MENDEZ, ERIC",Investigador(a) Nacional Nivel I
87721,"FLORES MARTINEZ, HECTOR",Investigador(a) Nacional Nivel I
87723,"ROCHA GRACIA, ROSA DEL CARMEN",Investigador(a) Nacional Nivel I
87755,"NATIVIDAD RANGEL, REYNA",Investigador(a) Nacional Nivel II
87760,"HERNANDEZ AVILA, JUAN",Investigador(a) Nacional Nivel I
87773,"ESTRADA GUTIERREZ, GUADALUPE DEL CARMEN",Investigador(a) Nacional Nivel III
87777,"OCHOA PEREZ, SARA ARIADNA",Investigador(a) Nacional Nivel I
87794,"HERNANDEZ PADILLA, EDUARDO",Investigador(a) Nacional Nivel I
87803,"PEREZ ALVAREZ, LUIS",Investigador(a) Nacional Nivel I
87807,"RODRIGUEZ HERNANDEZ, GABRIELA",Investigador(a) Nacional Nivel I
87810,"SANCHEZ NARVAEZ, JOSE FRANCISCO",Investigador(a) Nacional Nivel I
87822,"HERMOSILLO VALADEZ, JORGE",Investigador(a) Nacional Nivel I
87851,"GALINA RUSSELL, ISABEL",Investigador(a) Nacional Nivel I
87863,"FUCHS TARLOVSKY, VANESSA",Investigador(a) Nacional Nivel I
87891,"MARTINEZ MORALES, MANUEL",Investigador(a) Nacional Nivel I
